comp0_g1_i1	isogroup0
comp12945_g1_i1	isogroup12945
comp12946_g1_i1	isogroup12946
comp12946_g1_i2	isogroup12946
comp12946_g1_i3	isogroup12946
comp12946_g1_i4	isogroup12946
comp12946_g1_i5	isogroup12946
comp12946_g1_i6	isogroup12946
comp12947_g1_i1	isogroup12947
comp12948_g1_i1	isogroup12948
comp12948_g2_i1	isogroup12948
comp12948_g1_i2	isogroup12948
comp12948_g1_i3	isogroup12948
comp12948_g1_i4	isogroup12948
comp12948_g3_i1	isogroup12948
comp12948_g4_i1	isogroup12948
comp12948_g4_i2	isogroup12948
comp12949_g1_i1	isogroup12949
comp12949_g1_i2	isogroup12949
comp12950_g1_i1	isogroup12950
comp12950_g1_i2	isogroup12950
comp12950_g1_i3	isogroup12950
comp12950_g1_i4	isogroup12950
comp12951_g1_i1	isogroup12951
comp12951_g1_i2	isogroup12951
comp12951_g2_i1	isogroup12951
comp12951_g2_i2	isogroup12951
comp12951_g1_i3	isogroup12951
comp12951_g1_i4	isogroup12951
comp12951_g1_i5	isogroup12951
comp12952_g1_i1	isogroup12952
comp12952_g1_i2	isogroup12952
comp12952_g1_i3	isogroup12952
comp12953_g1_i1	isogroup12953
comp12953_g1_i2	isogroup12953
comp12953_g1_i3	isogroup12953
comp12954_g1_i1	isogroup12954
comp12954_g2_i1	isogroup12954
comp12955_g1_i1	isogroup12955
comp12955_g1_i2	isogroup12955
comp12955_g1_i3	isogroup12955
comp12958_g1_i1	isogroup12958
comp12958_g1_i2	isogroup12958
comp12958_g1_i3	isogroup12958
comp12958_g1_i4	isogroup12958
comp12958_g2_i1	isogroup12958
comp12959_g1_i1	isogroup12959
comp12959_g1_i2	isogroup12959
comp12960_g1_i1	isogroup12960
comp12960_g1_i2	isogroup12960
comp12964_g1_i1	isogroup12964
comp12965_g1_i1	isogroup12965
comp12966_g1_i1	isogroup12966
comp12966_g1_i2	isogroup12966
comp12967_g1_i1	isogroup12967
comp12967_g1_i2	isogroup12967
comp12967_g1_i3	isogroup12967
comp12968_g1_i1	isogroup12968
comp12968_g2_i1	isogroup12968
comp12969_g1_i1	isogroup12969
comp12969_g1_i2	isogroup12969
comp12969_g1_i3	isogroup12969
comp12969_g1_i4	isogroup12969
comp12969_g1_i5	isogroup12969
comp12969_g1_i6	isogroup12969
comp12969_g1_i7	isogroup12969
comp12969_g1_i8	isogroup12969
comp12970_g1_i1	isogroup12970
comp12972_g1_i1	isogroup12972
comp12972_g1_i2	isogroup12972
comp12972_g1_i3	isogroup12972
comp12972_g1_i4	isogroup12972
comp12972_g1_i5	isogroup12972
comp12972_g1_i6	isogroup12972
comp12973_g1_i1	isogroup12973
comp12974_g1_i1	isogroup12974
comp12974_g1_i2	isogroup12974
comp12974_g1_i3	isogroup12974
comp12974_g1_i4	isogroup12974
comp12974_g1_i5	isogroup12974
comp12974_g1_i6	isogroup12974
comp12976_g1_i1	isogroup12976
comp12976_g1_i2	isogroup12976
comp12977_g1_i1	isogroup12977
comp12978_g1_i1	isogroup12978
comp12978_g2_i1	isogroup12978
comp12978_g2_i2	isogroup12978
comp12978_g1_i2	isogroup12978
comp12978_g1_i3	isogroup12978
comp12979_g1_i1	isogroup12979
comp12979_g1_i2	isogroup12979
comp12980_g1_i1	isogroup12980
comp12980_g1_i2	isogroup12980
comp12980_g1_i3	isogroup12980
comp12981_g1_i1	isogroup12981
comp12981_g2_i1	isogroup12981
comp12981_g1_i2	isogroup12981
comp12982_g1_i1	isogroup12982
comp12983_g1_i1	isogroup12983
comp12983_g2_i1	isogroup12983
comp12983_g1_i2	isogroup12983
comp12983_g3_i1	isogroup12983
comp12985_g1_i1	isogroup12985
comp12985_g1_i2	isogroup12985
comp12986_g1_i1	isogroup12986
comp12986_g1_i2	isogroup12986
comp12986_g1_i3	isogroup12986
comp12987_g1_i1	isogroup12987
comp12987_g1_i2	isogroup12987
comp12987_g1_i3	isogroup12987
comp12988_g1_i1	isogroup12988
comp12988_g1_i2	isogroup12988
comp12988_g1_i3	isogroup12988
comp12989_g1_i1	isogroup12989
comp12990_g1_i1	isogroup12990
comp12990_g1_i2	isogroup12990
comp12990_g1_i3	isogroup12990
comp12990_g1_i4	isogroup12990
comp12990_g1_i5	isogroup12990
comp12990_g1_i6	isogroup12990
comp12990_g1_i7	isogroup12990
comp12990_g1_i8	isogroup12990
comp12991_g1_i1	isogroup12991
comp12991_g1_i2	isogroup12991
comp12991_g1_i3	isogroup12991
comp12991_g1_i4	isogroup12991
comp12991_g1_i5	isogroup12991
comp12991_g1_i6	isogroup12991
comp12991_g1_i7	isogroup12991
comp12991_g1_i8	isogroup12991
comp12991_g1_i9	isogroup12991
comp12993_g1_i1	isogroup12993
comp12994_g1_i1	isogroup12994
comp12994_g1_i2	isogroup12994
comp12995_g1_i1	isogroup12995
comp12995_g1_i2	isogroup12995
comp12995_g1_i3	isogroup12995
comp12995_g1_i4	isogroup12995
comp12995_g1_i5	isogroup12995
comp12995_g1_i6	isogroup12995
comp12995_g1_i7	isogroup12995
comp12996_g1_i1	isogroup12996
comp12996_g1_i2	isogroup12996
comp12997_g1_i1	isogroup12997
comp12998_g1_i1	isogroup12998
comp12999_g1_i1	isogroup12999
comp13000_g1_i1	isogroup13000
comp13000_g1_i2	isogroup13000
comp13000_g1_i3	isogroup13000
comp13000_g2_i1	isogroup13000
comp13000_g2_i2	isogroup13000
comp13000_g2_i3	isogroup13000
comp13000_g2_i4	isogroup13000
comp13001_g1_i1	isogroup13001
comp13002_g1_i1	isogroup13002
comp13002_g1_i2	isogroup13002
comp13003_g1_i1	isogroup13003
comp13003_g1_i2	isogroup13003
comp13004_g1_i1	isogroup13004
comp13004_g2_i1	isogroup13004
comp13005_g1_i1	isogroup13005
comp13005_g1_i2	isogroup13005
comp13006_g1_i1	isogroup13006
comp13008_g1_i1	isogroup13008
comp13008_g1_i2	isogroup13008
comp13008_g1_i3	isogroup13008
comp13009_g1_i1	isogroup13009
comp13010_g1_i1	isogroup13010
comp13011_g1_i1	isogroup13011
comp13013_g1_i1	isogroup13013
comp13013_g1_i2	isogroup13013
comp13013_g1_i3	isogroup13013
comp13013_g1_i4	isogroup13013
comp13013_g1_i5	isogroup13013
comp13014_g1_i1	isogroup13014
comp13015_g1_i1	isogroup13015
comp13015_g1_i2	isogroup13015
comp13015_g1_i3	isogroup13015
comp13015_g1_i4	isogroup13015
comp13015_g1_i5	isogroup13015
comp13016_g1_i1	isogroup13016
comp13016_g1_i2	isogroup13016
comp13016_g1_i3	isogroup13016
comp13016_g1_i4	isogroup13016
comp13018_g1_i1	isogroup13018
comp13018_g1_i2	isogroup13018
comp13018_g1_i3	isogroup13018
comp13019_g1_i1	isogroup13019
comp13019_g1_i2	isogroup13019
comp13019_g1_i3	isogroup13019
comp13019_g1_i4	isogroup13019
comp13019_g1_i5	isogroup13019
comp13019_g1_i6	isogroup13019
comp13020_g1_i1	isogroup13020
comp13022_g1_i1	isogroup13022
comp13022_g1_i2	isogroup13022
comp13024_g1_i1	isogroup13024
comp13024_g1_i2	isogroup13024
comp13024_g1_i3	isogroup13024
comp13024_g1_i4	isogroup13024
comp13024_g1_i5	isogroup13024
comp13024_g1_i6	isogroup13024
comp13024_g1_i7	isogroup13024
comp13025_g1_i1	isogroup13025
comp13025_g1_i2	isogroup13025
comp13025_g1_i3	isogroup13025
comp13025_g1_i4	isogroup13025
comp13025_g1_i5	isogroup13025
comp13026_g1_i1	isogroup13026
comp13026_g1_i2	isogroup13026
comp13026_g2_i1	isogroup13026
comp13027_g1_i1	isogroup13027
comp13027_g1_i2	isogroup13027
comp13028_g1_i1	isogroup13028
comp13028_g1_i2	isogroup13028
comp13029_g1_i1	isogroup13029
comp13029_g1_i2	isogroup13029
comp13029_g1_i3	isogroup13029
comp13030_g1_i1	isogroup13030
comp13031_g1_i1	isogroup13031
comp13031_g1_i2	isogroup13031
comp13031_g1_i3	isogroup13031
comp13031_g1_i4	isogroup13031
comp13032_g1_i1	isogroup13032
comp13033_g1_i1	isogroup13033
comp13033_g1_i2	isogroup13033
comp13034_g1_i1	isogroup13034
comp13035_g1_i1	isogroup13035
comp13035_g1_i2	isogroup13035
comp13035_g1_i3	isogroup13035
comp13035_g1_i4	isogroup13035
comp13037_g1_i1	isogroup13037
comp13037_g1_i2	isogroup13037
comp13037_g1_i3	isogroup13037
comp13037_g1_i4	isogroup13037
comp13037_g1_i5	isogroup13037
comp13037_g1_i6	isogroup13037
comp13038_g1_i1	isogroup13038
comp13038_g1_i2	isogroup13038
comp13039_g1_i1	isogroup13039
comp13039_g2_i1	isogroup13039
comp13040_g1_i1	isogroup13040
comp13041_g1_i1	isogroup13041
comp13041_g2_i1	isogroup13041
comp13041_g3_i1	isogroup13041
comp13042_g1_i1	isogroup13042
comp13042_g1_i2	isogroup13042
comp13044_g1_i1	isogroup13044
comp13044_g1_i2	isogroup13044
comp13044_g2_i1	isogroup13044
comp13045_g1_i1	isogroup13045
comp13046_g1_i1	isogroup13046
comp13047_g1_i1	isogroup13047
comp13047_g1_i2	isogroup13047
comp13047_g1_i3	isogroup13047
comp13047_g1_i4	isogroup13047
comp13048_g1_i1	isogroup13048
comp13048_g2_i1	isogroup13048
comp13049_g1_i1	isogroup13049
comp13050_g1_i1	isogroup13050
comp13050_g2_i1	isogroup13050
comp13051_g1_i1	isogroup13051
comp13051_g1_i2	isogroup13051
comp13052_g1_i1	isogroup13052
comp13052_g1_i2	isogroup13052
comp13052_g1_i3	isogroup13052
comp13054_g1_i1	isogroup13054
comp13054_g1_i2	isogroup13054
comp13054_g1_i3	isogroup13054
comp13054_g1_i4	isogroup13054
comp13055_g1_i1	isogroup13055
comp13055_g1_i2	isogroup13055
comp13055_g1_i3	isogroup13055
comp13055_g1_i4	isogroup13055
comp13055_g1_i5	isogroup13055
comp13055_g1_i6	isogroup13055
comp13055_g1_i7	isogroup13055
comp13056_g1_i1	isogroup13056
comp13056_g1_i2	isogroup13056
comp13056_g1_i3	isogroup13056
comp13056_g1_i4	isogroup13056
comp13056_g1_i5	isogroup13056
comp13056_g1_i6	isogroup13056
comp13057_g1_i1	isogroup13057
comp13058_g1_i1	isogroup13058
comp13058_g1_i2	isogroup13058
comp13058_g1_i3	isogroup13058
comp13058_g1_i4	isogroup13058
comp13058_g1_i5	isogroup13058
comp13058_g1_i6	isogroup13058
comp13058_g1_i7	isogroup13058
comp13058_g1_i8	isogroup13058
comp13059_g1_i1	isogroup13059
comp13059_g1_i2	isogroup13059
comp13059_g1_i3	isogroup13059
comp13059_g1_i4	isogroup13059
comp13059_g1_i5	isogroup13059
comp13060_g1_i1	isogroup13060
comp13060_g2_i1	isogroup13060
comp13064_g1_i1	isogroup13064
comp13064_g1_i2	isogroup13064
comp13064_g1_i3	isogroup13064
comp13064_g1_i4	isogroup13064
comp13064_g1_i5	isogroup13064
comp13065_g1_i1	isogroup13065
comp13065_g1_i2	isogroup13065
comp13065_g1_i3	isogroup13065
comp13066_g1_i1	isogroup13066
comp13066_g1_i2	isogroup13066
comp13066_g1_i3	isogroup13066
comp13067_g1_i1	isogroup13067
comp13067_g1_i2	isogroup13067
comp13068_g1_i1	isogroup13068
comp13069_g1_i1	isogroup13069
comp13069_g2_i1	isogroup13069
comp13069_g3_i1	isogroup13069
comp13071_g1_i1	isogroup13071
comp13071_g1_i2	isogroup13071
comp13071_g1_i3	isogroup13071
comp13071_g1_i4	isogroup13071
comp13072_g1_i1	isogroup13072
comp13072_g1_i2	isogroup13072
comp13073_g1_i1	isogroup13073
comp13073_g1_i2	isogroup13073
comp13073_g1_i3	isogroup13073
comp13074_g1_i1	isogroup13074
comp13075_g1_i1	isogroup13075
comp13075_g1_i2	isogroup13075
comp13075_g1_i3	isogroup13075
comp13075_g2_i1	isogroup13075
comp13076_g1_i1	isogroup13076
comp13076_g1_i2	isogroup13076
comp13077_g1_i1	isogroup13077
comp13077_g1_i2	isogroup13077
comp13077_g1_i3	isogroup13077
comp13077_g1_i4	isogroup13077
comp13077_g1_i5	isogroup13077
comp13077_g1_i6	isogroup13077
comp13077_g1_i7	isogroup13077
comp13077_g1_i8	isogroup13077
comp13077_g1_i9	isogroup13077
comp13077_g1_i10	isogroup13077
comp13077_g1_i11	isogroup13077
comp13077_g1_i12	isogroup13077
comp13077_g1_i13	isogroup13077
comp13077_g1_i14	isogroup13077
comp13078_g1_i1	isogroup13078
comp13078_g1_i2	isogroup13078
comp13079_g1_i1	isogroup13079
comp13081_g1_i1	isogroup13081
comp13081_g1_i2	isogroup13081
comp13082_g1_i1	isogroup13082
comp13082_g1_i2	isogroup13082
comp13084_g1_i1	isogroup13084
comp13084_g1_i2	isogroup13084
comp13086_g1_i1	isogroup13086
comp13086_g1_i2	isogroup13086
comp13087_g1_i1	isogroup13087
comp13087_g1_i2	isogroup13087
comp13088_g1_i1	isogroup13088
comp13088_g2_i1	isogroup13088
comp13089_g1_i1	isogroup13089
comp13090_g1_i1	isogroup13090
comp13090_g2_i1	isogroup13090
comp13090_g3_i1	isogroup13090
comp13091_g1_i1	isogroup13091
comp13092_g1_i1	isogroup13092
comp13092_g1_i2	isogroup13092
comp13093_g1_i1	isogroup13093
comp13094_g1_i1	isogroup13094
comp13094_g2_i1	isogroup13094
comp13095_g1_i1	isogroup13095
comp13095_g1_i2	isogroup13095
comp13096_g1_i1	isogroup13096
comp13096_g1_i2	isogroup13096
comp13096_g1_i3	isogroup13096
comp13096_g1_i4	isogroup13096
comp13097_g1_i1	isogroup13097
comp13097_g1_i2	isogroup13097
comp13097_g1_i3	isogroup13097
comp13097_g1_i4	isogroup13097
comp13097_g1_i5	isogroup13097
comp13097_g1_i6	isogroup13097
comp13097_g1_i7	isogroup13097
comp13098_g1_i1	isogroup13098
comp13098_g1_i2	isogroup13098
comp13098_g1_i3	isogroup13098
comp13098_g1_i4	isogroup13098
comp13098_g1_i5	isogroup13098
comp13100_g1_i1	isogroup13100
comp13100_g2_i1	isogroup13100
comp13101_g1_i1	isogroup13101
comp13101_g1_i2	isogroup13101
comp13101_g1_i3	isogroup13101
comp13101_g1_i4	isogroup13101
comp13101_g1_i5	isogroup13101
comp13101_g1_i6	isogroup13101
comp13103_g1_i1	isogroup13103
comp13103_g1_i2	isogroup13103
comp13103_g1_i3	isogroup13103
comp13103_g1_i4	isogroup13103
comp13103_g1_i5	isogroup13103
comp13103_g1_i6	isogroup13103
comp13105_g1_i1	isogroup13105
comp13105_g1_i2	isogroup13105
comp13105_g1_i3	isogroup13105
comp13107_g1_i1	isogroup13107
comp13107_g1_i2	isogroup13107
comp13107_g1_i3	isogroup13107
comp13107_g1_i4	isogroup13107
comp13108_g1_i1	isogroup13108
comp13108_g1_i2	isogroup13108
comp13109_g1_i1	isogroup13109
comp13110_g1_i1	isogroup13110
comp13110_g1_i2	isogroup13110
comp13110_g1_i3	isogroup13110
comp13112_g1_i1	isogroup13112
comp13112_g1_i2	isogroup13112
comp13113_g1_i1	isogroup13113
comp13113_g1_i2	isogroup13113
comp13114_g1_i1	isogroup13114
comp13115_g1_i1	isogroup13115
comp13115_g1_i2	isogroup13115
comp13115_g1_i3	isogroup13115
comp13115_g1_i4	isogroup13115
comp13116_g1_i1	isogroup13116
comp13116_g1_i2	isogroup13116
comp13116_g1_i3	isogroup13116
comp13116_g1_i4	isogroup13116
comp13116_g1_i5	isogroup13116
comp13116_g1_i6	isogroup13116
comp13117_g1_i1	isogroup13117
comp13117_g1_i2	isogroup13117
comp13117_g1_i3	isogroup13117
comp13117_g1_i4	isogroup13117
comp13117_g1_i5	isogroup13117
comp13117_g1_i6	isogroup13117
comp13117_g1_i7	isogroup13117
comp13117_g1_i8	isogroup13117
comp13117_g1_i9	isogroup13117
comp13117_g1_i10	isogroup13117
comp13117_g1_i11	isogroup13117
comp13117_g1_i12	isogroup13117
comp13117_g1_i13	isogroup13117
comp13117_g1_i14	isogroup13117
comp13118_g1_i1	isogroup13118
comp13120_g1_i1	isogroup13120
comp13120_g1_i2	isogroup13120
comp13120_g1_i3	isogroup13120
comp13120_g1_i4	isogroup13120
comp13120_g1_i5	isogroup13120
comp13122_g1_i1	isogroup13122
comp13122_g2_i1	isogroup13122
comp13123_g1_i1	isogroup13123
comp13123_g1_i2	isogroup13123
comp13123_g1_i3	isogroup13123
comp13125_g1_i1	isogroup13125
comp13125_g2_i1	isogroup13125
comp13125_g2_i2	isogroup13125
comp13125_g3_i1	isogroup13125
comp13126_g1_i1	isogroup13126
comp13126_g1_i2	isogroup13126
comp13127_g1_i1	isogroup13127
comp13127_g1_i2	isogroup13127
comp13127_g2_i1	isogroup13127
comp13128_g1_i1	isogroup13128
comp13128_g2_i1	isogroup13128
comp13128_g2_i2	isogroup13128
comp13128_g1_i2	isogroup13128
comp13129_g1_i1	isogroup13129
comp13129_g1_i2	isogroup13129
comp13129_g1_i3	isogroup13129
comp13129_g1_i4	isogroup13129
comp13130_g1_i1	isogroup13130
comp13130_g1_i2	isogroup13130
comp13130_g1_i3	isogroup13130
comp13130_g1_i4	isogroup13130
comp13130_g1_i5	isogroup13130
comp13130_g1_i6	isogroup13130
comp13130_g1_i7	isogroup13130
comp13130_g1_i8	isogroup13130
comp13130_g1_i9	isogroup13130
comp13130_g1_i10	isogroup13130
comp13130_g1_i11	isogroup13130
comp13131_g1_i1	isogroup13131
comp13132_g1_i1	isogroup13132
comp13132_g2_i1	isogroup13132
comp13134_g1_i1	isogroup13134
comp13134_g1_i2	isogroup13134
comp13135_g1_i1	isogroup13135
comp13135_g2_i1	isogroup13135
comp13136_g1_i1	isogroup13136
comp13136_g1_i2	isogroup13136
comp13136_g1_i3	isogroup13136
comp13136_g1_i4	isogroup13136
comp13136_g1_i5	isogroup13136
comp13137_g1_i1	isogroup13137
comp13137_g1_i2	isogroup13137
comp13137_g1_i3	isogroup13137
comp13137_g1_i4	isogroup13137
comp13137_g1_i5	isogroup13137
comp13137_g1_i6	isogroup13137
comp13138_g1_i1	isogroup13138
comp13138_g1_i2	isogroup13138
comp13138_g1_i3	isogroup13138
comp13138_g1_i4	isogroup13138
comp13138_g1_i5	isogroup13138
comp13138_g1_i6	isogroup13138
comp13138_g1_i7	isogroup13138
comp13139_g1_i1	isogroup13139
comp13140_g1_i1	isogroup13140
comp13140_g1_i2	isogroup13140
comp13140_g1_i3	isogroup13140
comp13141_g1_i1	isogroup13141
comp13141_g1_i2	isogroup13141
comp13141_g1_i3	isogroup13141
comp13142_g1_i1	isogroup13142
comp13143_g1_i1	isogroup13143
comp13143_g1_i2	isogroup13143
comp13144_g1_i1	isogroup13144
comp13144_g1_i2	isogroup13144
comp13144_g1_i3	isogroup13144
comp13144_g1_i4	isogroup13144
comp13144_g1_i5	isogroup13144
comp13144_g1_i6	isogroup13144
comp13145_g1_i1	isogroup13145
comp13145_g1_i2	isogroup13145
comp13147_g1_i1	isogroup13147
comp13147_g2_i1	isogroup13147
comp13149_g1_i1	isogroup13149
comp13150_g1_i1	isogroup13150
comp13150_g1_i2	isogroup13150
comp13151_g1_i1	isogroup13151
comp13151_g1_i2	isogroup13151
comp13151_g1_i3	isogroup13151
comp13151_g1_i4	isogroup13151
comp13151_g1_i5	isogroup13151
comp13151_g1_i6	isogroup13151
comp13151_g1_i7	isogroup13151
comp13152_g1_i1	isogroup13152
comp13152_g1_i2	isogroup13152
comp13153_g1_i1	isogroup13153
comp13153_g2_i1	isogroup13153
comp13153_g2_i2	isogroup13153
comp13154_g1_i1	isogroup13154
comp13155_g1_i1	isogroup13155
comp13155_g1_i2	isogroup13155
comp13155_g1_i3	isogroup13155
comp13155_g1_i4	isogroup13155
comp13157_g1_i1	isogroup13157
comp13158_g1_i1	isogroup13158
comp13158_g1_i2	isogroup13158
comp13158_g1_i3	isogroup13158
comp13158_g1_i4	isogroup13158
comp13159_g1_i1	isogroup13159
comp13159_g1_i2	isogroup13159
comp13159_g2_i1	isogroup13159
comp13159_g1_i3	isogroup13159
comp13159_g2_i2	isogroup13159
comp13161_g1_i1	isogroup13161
comp13161_g1_i2	isogroup13161
comp13161_g2_i1	isogroup13161
comp13161_g2_i2	isogroup13161
comp13161_g2_i3	isogroup13161
comp13163_g1_i1	isogroup13163
comp13163_g1_i2	isogroup13163
comp13163_g1_i3	isogroup13163
comp13165_g1_i1	isogroup13165
comp13165_g1_i2	isogroup13165
comp13165_g1_i3	isogroup13165
comp13166_g1_i1	isogroup13166
comp13166_g1_i2	isogroup13166
comp13167_g1_i1	isogroup13167
comp13167_g1_i2	isogroup13167
comp13167_g1_i3	isogroup13167
comp13167_g1_i4	isogroup13167
comp13167_g1_i5	isogroup13167
comp13167_g1_i6	isogroup13167
comp13167_g1_i7	isogroup13167
comp13168_g1_i1	isogroup13168
comp13169_g1_i1	isogroup13169
comp13169_g1_i2	isogroup13169
comp13169_g2_i1	isogroup13169
comp13169_g1_i3	isogroup13169
comp13170_g1_i1	isogroup13170
comp13171_g1_i1	isogroup13171
comp13172_g1_i1	isogroup13172
comp13172_g1_i2	isogroup13172
comp13172_g1_i3	isogroup13172
comp13173_g1_i1	isogroup13173
comp13173_g1_i2	isogroup13173
comp13174_g1_i1	isogroup13174
comp13174_g1_i2	isogroup13174
comp13174_g2_i1	isogroup13174
comp13176_g1_i1	isogroup13176
comp13176_g1_i2	isogroup13176
comp13177_g1_i1	isogroup13177
comp13177_g1_i2	isogroup13177
comp13178_g1_i1	isogroup13178
comp13179_g1_i1	isogroup13179
comp13180_g1_i1	isogroup13180
comp13180_g1_i2	isogroup13180
comp13180_g1_i3	isogroup13180
comp13180_g1_i4	isogroup13180
comp13180_g1_i5	isogroup13180
comp13180_g1_i6	isogroup13180
comp13180_g2_i1	isogroup13180
comp13181_g1_i1	isogroup13181
comp13181_g2_i1	isogroup13181
comp13182_g1_i1	isogroup13182
comp13185_g1_i1	isogroup13185
comp13186_g1_i1	isogroup13186
comp13186_g1_i2	isogroup13186
comp13187_g1_i1	isogroup13187
comp13187_g1_i2	isogroup13187
comp13187_g1_i3	isogroup13187
comp13188_g1_i1	isogroup13188
comp13188_g1_i2	isogroup13188
comp13188_g1_i3	isogroup13188
comp13188_g1_i4	isogroup13188
comp13188_g1_i5	isogroup13188
comp13189_g1_i1	isogroup13189
comp13189_g1_i2	isogroup13189
comp13189_g1_i3	isogroup13189
comp13189_g1_i4	isogroup13189
comp13191_g1_i1	isogroup13191
comp13191_g1_i2	isogroup13191
comp13192_g1_i1	isogroup13192
comp13193_g1_i1	isogroup13193
comp13193_g1_i2	isogroup13193
comp13194_g1_i1	isogroup13194
comp13194_g1_i2	isogroup13194
comp13195_g1_i1	isogroup13195
comp13195_g1_i2	isogroup13195
comp13195_g1_i3	isogroup13195
comp13196_g1_i1	isogroup13196
comp13196_g1_i2	isogroup13196
comp13198_g1_i1	isogroup13198
comp13198_g1_i2	isogroup13198
comp13199_g1_i1	isogroup13199
comp13199_g1_i2	isogroup13199
comp13199_g2_i1	isogroup13199
comp13199_g1_i3	isogroup13199
comp13199_g3_i1	isogroup13199
comp13199_g3_i2	isogroup13199
comp13199_g3_i3	isogroup13199
comp13200_g1_i1	isogroup13200
comp13201_g1_i1	isogroup13201
comp13201_g2_i1	isogroup13201
comp13201_g3_i1	isogroup13201
comp13202_g1_i1	isogroup13202
comp13202_g2_i1	isogroup13202
comp13202_g1_i2	isogroup13202
comp13202_g2_i2	isogroup13202
comp13203_g1_i1	isogroup13203
comp13203_g1_i2	isogroup13203
comp13203_g2_i1	isogroup13203
comp13203_g1_i3	isogroup13203
comp13204_g1_i1	isogroup13204
comp13204_g2_i1	isogroup13204
comp13205_g1_i1	isogroup13205
comp13206_g1_i1	isogroup13206
comp13206_g2_i1	isogroup13206
comp13206_g3_i1	isogroup13206
comp13207_g1_i1	isogroup13207
comp13207_g1_i2	isogroup13207
comp13209_g1_i1	isogroup13209
comp13209_g1_i2	isogroup13209
comp13209_g1_i3	isogroup13209
comp13209_g1_i4	isogroup13209
comp13209_g1_i5	isogroup13209
comp13209_g1_i6	isogroup13209
comp13210_g1_i1	isogroup13210
comp13210_g1_i2	isogroup13210
comp13211_g1_i1	isogroup13211
comp13211_g1_i2	isogroup13211
comp13211_g1_i3	isogroup13211
comp13212_g1_i1	isogroup13212
comp13213_g1_i1	isogroup13213
comp13213_g2_i1	isogroup13213
comp13214_g1_i1	isogroup13214
comp13214_g1_i2	isogroup13214
comp13215_g1_i1	isogroup13215
comp13215_g2_i1	isogroup13215
comp13215_g1_i2	isogroup13215
comp13216_g1_i1	isogroup13216
comp13216_g2_i1	isogroup13216
comp13217_g1_i1	isogroup13217
comp13217_g1_i2	isogroup13217
comp13217_g1_i3	isogroup13217
comp13218_g1_i1	isogroup13218
comp13218_g1_i2	isogroup13218
comp13218_g1_i3	isogroup13218
comp13219_g1_i1	isogroup13219
comp13219_g2_i1	isogroup13219
comp13219_g1_i2	isogroup13219
comp13219_g2_i2	isogroup13219
comp13219_g3_i1	isogroup13219
comp13220_g1_i1	isogroup13220
comp13220_g1_i2	isogroup13220
comp13220_g1_i3	isogroup13220
comp13220_g1_i4	isogroup13220
comp13220_g1_i5	isogroup13220
comp13220_g1_i6	isogroup13220
comp13221_g1_i1	isogroup13221
comp13222_g1_i1	isogroup13222
comp13222_g1_i2	isogroup13222
comp13223_g1_i1	isogroup13223
comp13224_g1_i1	isogroup13224
comp13224_g1_i2	isogroup13224
comp13224_g1_i3	isogroup13224
comp13224_g1_i4	isogroup13224
comp13225_g1_i1	isogroup13225
comp13225_g1_i2	isogroup13225
comp13225_g1_i3	isogroup13225
comp13225_g1_i4	isogroup13225
comp13225_g1_i5	isogroup13225
comp13225_g1_i6	isogroup13225
comp13226_g1_i1	isogroup13226
comp13226_g1_i2	isogroup13226
comp13227_g1_i1	isogroup13227
comp13227_g1_i2	isogroup13227
comp13227_g1_i3	isogroup13227
comp13227_g1_i4	isogroup13227
comp13227_g1_i5	isogroup13227
comp13227_g1_i6	isogroup13227
comp13229_g1_i1	isogroup13229
comp13230_g1_i1	isogroup13230
comp13230_g1_i2	isogroup13230
comp13231_g1_i1	isogroup13231
comp13231_g1_i2	isogroup13231
comp13231_g1_i3	isogroup13231
comp13231_g2_i1	isogroup13231
comp13231_g1_i4	isogroup13231
comp13231_g2_i2	isogroup13231
comp13231_g2_i3	isogroup13231
comp13231_g2_i4	isogroup13231
comp13232_g1_i1	isogroup13232
comp13232_g1_i2	isogroup13232
comp13232_g1_i3	isogroup13232
comp13232_g1_i4	isogroup13232
comp13232_g1_i5	isogroup13232
comp13232_g1_i6	isogroup13232
comp13233_g1_i1	isogroup13233
comp13234_g1_i1	isogroup13234
comp13234_g1_i2	isogroup13234
comp13235_g1_i1	isogroup13235
comp13235_g1_i2	isogroup13235
comp13236_g1_i1	isogroup13236
comp13236_g2_i1	isogroup13236
comp13236_g3_i1	isogroup13236
comp13236_g1_i2	isogroup13236
comp13236_g4_i1	isogroup13236
comp13237_g1_i1	isogroup13237
comp13241_g1_i1	isogroup13241
comp13242_g1_i1	isogroup13242
comp13242_g1_i2	isogroup13242
comp13242_g1_i3	isogroup13242
comp13242_g1_i4	isogroup13242
comp13242_g1_i5	isogroup13242
comp13242_g1_i6	isogroup13242
comp13242_g1_i7	isogroup13242
comp13243_g1_i1	isogroup13243
comp13243_g1_i2	isogroup13243
comp13243_g1_i3	isogroup13243
comp13245_g1_i1	isogroup13245
comp13245_g1_i2	isogroup13245
comp13248_g1_i1	isogroup13248
comp13248_g1_i2	isogroup13248
comp13248_g1_i3	isogroup13248
comp13248_g1_i4	isogroup13248
comp13248_g1_i5	isogroup13248
comp13248_g1_i6	isogroup13248
comp13249_g1_i1	isogroup13249
comp13249_g1_i2	isogroup13249
comp13251_g1_i1	isogroup13251
comp13251_g1_i2	isogroup13251
